CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE
STP	CTCP Công nghiệp Thương mại Sông Đà	Song Da Industry Trade Jsc	HNX	Industrials	2006/10/09	800000	2006/10/09	23800	2006/10/09	800000		800000	2099/12/31
STS	Dịch vụ vận tải Sài Gòn	Sai Gon Transport Agency Jsc	UPC	Industrials	2010/03/30	2082200	2010/03/30	25000	2010/03/30	2082200		2082200	2099/12/31
STT	CTCP Vận chuyển Sài Gòn Tourist	Saigontourist Transport Corporation	HSX	Consumer Services	2011/05/12	8000000	2011/07/08	16000	2011/07/08	8000000		8000000	2099/12/31
STU	Môi trường & CT Đô thị Sơn Tây	Sontay Urban Construction And Environment Jsc	UPC	Industrials	2010/10/19	1125600	2010/10/19	0	2010/10/19	1125600		1125600	2099/12/31
STV	CTCP Chế tác Đá Việt Nam	VietNam Stone Work - Top Fabrication JSC	UPC	Industrials	2011/12/15	4000000	2011/12/15	25000	2011/12/15	4000000		4000000	2099/12/31
SVC	CTCP Dịch vụ Tổng hợp Sài Gòn	Saigon General Service Corporation	HSX	Consumer Goods	2009/05/27	20361040	2009/06/01	25900	2006/12/21	12873410		20361040	2099/12/31
SVC	CTCP Dịch vụ Tổng hợp Sài Gòn	Saigon General Service Corporation	HNX	Consumer Goods	2006/12/21	12873410	2006/12/21	25900	2006/12/21	12873410		12873410	2009/05/16
SVI	CTCP Bao Bì Biên Hòa	Bien Hoa Packaging Comapny	HSX	Industrials	2008/12/22	3900000	2012/03/12	22400	2008/12/22	3900000		3900000	2099/12/31
SVI	CTCP Bao Bì Biên Hòa	Bien Hoa Packaging Comapny	HNX	Industrials		3900000	2008/12/22	12200				3900000	2012/02/27
SVN	CTCP SOLAVINA	Solavina Jsc	HNX	Industrials	2011/07/26	3000000	2011/07/26	12700	2011/07/26	3000000		3000000	2099/12/31
SVS	CTCP Chứng khoán Sao Việt	Viet Star Securities Corporation	HNX	Financials	2010/07/07	13500000	2010/07/07	17900	2009/09/22	13500000		13500000	2099/12/31
SVS	CTCP Chứng khoán Sao Việt	Viet Star Securities Corporation	UPC	Financials	2009/09/22	13500000	2009/09/22	12000				13500000	2010/06/28
SVT	CTCP Công nghệ Sài Gòn Viễn Đông	Sai Gon Vien Dongtechnology  Jsc	HSX	Basic Materials	2011/07/26	8700000	2011/10/05	17000	2011/10/05	8700000		8700000	2099/12/31
SWC	Dịch vụ Sonadezi	Southern Waterborne Transport Corporation	UPC	Industrials	2011/04/29	67100000	2011/04/29	0	2011/04/29	67100000		67100000	2099/12/31
SZL	CTCP Sonadezi Long Thành	Sonadezi Long Thanh	HSX	Financials	2008/08/15	10000000	2008/09/09	84000	2008/09/09	10000000		10000000	2099/12/31
TAC	CTCP Dầu thực vật Tường An	Tuong An Vegetable Oil Jsc	HSX	Consumer Goods	2006/12/06	18980200	2006/12/26	75000	2006/12/26	18980200		18980200	2099/12/31
TAG	CTCP Thế giới số Trần Anh	Tran Anh Digital World Jsc	HNX	Industrials	2010/01/12	4506821	2010/01/12	77000	2010/01/12	4506821		4506821	2099/12/31
TAS	CTCP Chứng khoán Tràng An	Trang An Securities Jsc	HNX	Financials	2010/02/22	13900000	2010/02/22	16500	2009/06/24	13900000		13900000	2013/09/20
TAS	CTCP Chứng khoán Tràng An	Trang An Securities Jsc	UPC	Financials	2009/06/24	13900000	2009/06/24	17200				13900000	2010/02/03
TBC	CTCP Thủy điện Thác Bà	Thac Ba Hydropower Jsc	HSX	Utilities	2009/09/25	63500000	2009/10/19	30400	2006/08/29	63500000		63500000	2099/12/31
TBC	CTCP Thủy điện Thác Bà	Thac Ba Hydropower Jsc	HNX	Utilities	2006/08/29	63500000	2006/08/29	30400	2006/08/29	63500000		63500000	2009/09/28
TBT	XD Công trình GT Bến Tre	Ben Tre Transportation Work Construction Jsc	UPC	Industrials	2010/03/01	1656470	2010/03/01	0	2010/03/01	1656470		1656470	2099/12/31
TBX	CTCP Xi măng Thái Bình	Thai Binh Cement Jsc	HNX	Industrials	2008/11/18	1011400	2008/11/18	29000	2008/11/18	1011400		1011400	2099/12/31
TC6	CTCP Than cọc Sáu – TKV	Vinacomin Coc Sau Coal Jsc	HNX	Basic Materials	2008/06/26	10000000	2008/06/26	30000	2008/06/26	10000000		10000000	2099/12/31
TCL	CTCP Đai lý Giao nhận Vận tải Xếp dỡ Tân Cảng	Tan Cang Logistics And Stevedoring Jsc	HSX	Industrials	2009/12/11	17000000	2009/12/24	41000	2009/12/24	17000000		17000000	2099/12/31
TCM	CTCP Dệt may - Đầu tư - Thương mại Thành Công	Thanh Cong Textile Garment Investment Trading Jsc	HSX	Consumer Goods	2007/10/05	18982497	2007/10/15	54000	2007/10/15	18982497		18982497	2099/12/31
TCO	CTCP Vận tải Đa phương thức Duyên Hải	Duyen Hai Multi Modal Transport Jsc	HSX	Industrials	2012/02/08	12870000	2012/02/27	10300	2009/09/24	0		12870000	2099/12/31
TCO	CTCP Vận tải Đa phương thức Duyên Hải	Duyen Hai Multi Modal Transport Jsc	UPC	Industrials		9090000	2009/10/06	10000				9090000	2011/12/15
TCR	CTCP Công nghiệp Gốm sứ TAICERA	Taicera Enterprise Company	HSX	Industrials	2006/12/26	4969000	2006/12/29	35000	2006/12/29	4969000		4969000	2099/12/31
TCS	CTCP Than Cao Sơn - TKV	Vinacomin - Caoson Coal Jsc	HNX	Basic Materials	2008/11/21	10000000	2008/11/21	25100	2008/11/21	10000000		10000000	2099/12/31
TCT	CTCP Cáp treo Núi Bà Tây Ninh	Tay Ninh Cable Car Tour Jsc	HNX	Consumer Services	2006/12/06	1598500	2009/10/05	77000	2006/12/06	1598500		1598500	2099/12/31
TCT	CTCP Cáp treo Núi Bà Tây Ninh	Tay Ninh Cable Car Tour Jsc	HSX	Consumer Services		1598500	2006/12/06	49000				1598500	2009/09/23
TDC	CTCP Kinh doanh và Phát triển Bình Dương	Binh Duong Trade And Development Jsc	HSX	Industrials	2010/04/16	20000000	2010/05/04	36000	2010/05/04	20000000		20000000	2099/12/31
TDH	CTCP Phát triển Nhà Thủ Đức	Thu Duc Housing Development Corporation	HSX	Financials	2006/11/23	17000000	2006/12/14	300000	2006/12/14	17000000		17000000	2099/12/31
TDN	CTCP Than Đèo Nai - TKV	Vinacomin - Deonai Coal Jsc	HNX	Basic Materials	2008/11/21	8000000	2008/11/21	28800	2008/11/21	8000000		8000000	2099/12/31
TDS	Đường Sông Miền Nam	Thu Duc Steel Jsc	UPC	Basic Materials	2011/10/06	12225393	2011/10/06	15000	2011/10/06	12225393		12225393	2099/12/31
TDW	CTCP Cấp Nước Thủ Đức	Thu Duc Water Supply Jsc 	HSX	Utilities	2010/09/17	8500000	2010/11/11	9900	2010/11/11	8500000		8500000	2099/12/31
TET	CTCP Vải sợi May mặc Miền Bắc	Northern Textiles And Garments Jsc (Textaco)	HNX	Consumer Goods	2010/04/28	5702940	2010/04/28	35500	2010/04/28	5702940		5702940	2099/12/31
TGP	Cáp Trường Phú	Truong Phu Corporation	UPC	Industrials	2009/06/24	10000000	2009/06/24	11700	2009/06/24	10000000		10000000	2099/12/31
TH1	CTCP Xuất nhập khẩu Tổng hợp I Việt Nam	The Vietnam National General Export - Import Jsc No.1	HNX	Consumer Services	2009/11/11	8892733	2009/11/11	69800	2009/11/11	8892733		8892733	2099/12/31
THB	CTCP Bia Thanh Hóa	Thanh Hoa Beer Jsc	HNX	Consumer Goods	2008/11/19	11424570	2008/11/19	16800	2008/11/19	11424570		11424570	2099/12/31
THG	CTCP Đầu tư và Xây dựng Tiền Giang	Tien Giang Investment And Construction Jsc	HSX	Industrials	2011/04/28	8000000	2011/07/28	20000	2011/07/28	8000000		8000000	2099/12/31
THT	CTCP Than Hà Tu - TKV	Vinacomin - Ha Tu Coal Jsc	HNX	Basic Materials	2008/10/24	9100000	2008/10/24	22500	2008/10/24	9100000		9100000	2099/12/31
THV	CTCP Tập đoàn Thái Hòa Việt Nam	Thai Hoa Viet Nam Group Jsc	HNX	Consumer Goods	2010/12/03	55000000	2010/12/03	16900	2010/12/03	55000000		55000000	2012/07/04
TIC	CTCP Đầu tư Điện Tây nguyên	Tay Nguyen Electricity Investment Jsc	HSX	Utilities	2009/10/01	16582600	2009/10/12	24000	2009/10/12	16582600		16582600	2099/12/31
TIE	CTCP TIE	Telecommunications Industry Electronics Jsc	HSX	Industrials	2009/11/16	9569900	2009/12/11	27200	2009/12/11	9569900		9569900	2099/12/31
TIG	CTCP Tập đoàn Đầu tư Thăng Long	Thanglong Investment Group Jsc	HNX	Financials	2010/10/08	15000000	2010/10/08	30000	2010/10/08	15000000		15000000	2099/12/31
TIS	CTCP Gang thép Thái Nguyên	Thai Nguyen Iron And Steel Jsc	UPC	Basic Materials	2011/03/24	184000000	2011/03/24	11000	2011/03/24	184000000		184000000	2099/12/31
TIX	CTCP Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình	Tan Binh Import – Export Jsc	HSX	Financials	2009/11/17	12000000	2009/11/25	69500	2009/11/25	12000000		12000000	2099/12/31
TJC	CTCP Dịch vụ Vận tải và Thương mại	Transportation And Trading Services Jsc 	HNX	Industrials	2007/12/17	3000000	2007/12/17	50000	2007/12/17	3000000		3000000	2099/12/31
TKC	CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ (Takco)	Tan Ky Construction And Real Estate Trading Corporation	HNX	Industrials	2009/12/01	6050000	2009/12/01	33600	2009/12/01	6050000		6050000	2099/12/31
TKU	CTCP Công nghiệp Tung Kuang	Tung Kuang Industrial Jsc	HNX	Industrials	2006/06/26	3281854	2006/06/26	35100	2006/06/26	3281854		3281854	2099/12/31
TLC	CTCP Viễn thông Thăng Long	Thang Long Telecommunications Jsc	HNX	Technology	2006/12/28	9980000	2006/12/28	85000	2006/12/28	9980000		9980000	2013/05/17
TLG	CTCP Tập Đoàn Thiên Long	Thien Long Group Corporation	HSX	Consumer Goods	2010/02/02	15500000	2010/03/26	35000	2010/03/26	15500000		15500000	2099/12/31
TLH	CTCP Tập Đoàn Thép Tiến Lên	Tien Len Steel Corporation Joint - Stock Company	HSX	Basic Materials	2010/03/04	54000000	2010/03/16	34700	2010/03/16	54000000		54000000	2099/12/31
TLT	CTCP Viglacera Thăng Long	Viglacera Thanglong Ceramic Tiles Jsc	HNX	Industrials	2006/12/08	1800000	2006/12/08	35000	2006/12/08	1800000		1800000	2013/02/27
TLT	CTCP Viglacera Thăng Long	Viglacera Thanglong Ceramic Tiles Jsc	UPC	Industrials	2013/06/19	6989800	2013/06/19	800	2013/06/19	6989800		6989800	2099/12/31
TMC	CTCP Thương mại Xuất nhập Khẩu Thủ Đức	Thu Duc Trading And Import – Export Jsc	HNX	Utilities	2006/12/26	2700000	2009/06/08	30900	2006/12/26	2700000		2700000	2099/12/31
TMC	CTCP Thương mại Xuất nhập Khẩu Thủ Đức	Thu Duc Trading And Import – Export Jsc	HSX	Utilities		2564140	2006/12/26	60000				2564140	2009/05/29
TMP	CTCP Thủy điện Thác Mơ	Thac Mo Hydro Power Jsc	HSX	Utilities	2009/06/08	70000000	2009/06/18	24000	2009/06/18	70000000		70000000	2099/12/31
TMS	CTCP Kho vận Giao nhận Ngoại thương TP.HCM	Transimex-Saigon Corporation	HSX	Industrials	2000/08/02	2200000	2000/08/04	14000	2000/08/04	2200000		2200000	2099/12/31
TMT	CTCP ô tô TMT	Tmt Automobile Jsc	HSX	Consumer Goods	2010/01/15	12577500	2010/01/22	55000	2010/01/22	12577500		12577500	2099/12/31
TMW	Gỗ Tân Mai	Tan Mai General Wood Jsc	UPC	Consumer Goods	2009/12/23	4662350	2009/12/23	0	2009/12/23	4662350		4662350	2099/12/31
TMX	CTCP Thương mại xi măng	Cement Trading Jsc	HNX	Industrials	2009/11/02	6000000	2009/11/02	23600	2009/11/02	6000000		6000000	2099/12/31
TNA	CTCP Thương mại Xuất nhập khẩu Thiên Nam	Thien Nam Trading Import Export Corporation	HSX	Consumer Goods	2005/05/04	1300000	2005/07/20	30000	2005/07/20	1300000		1300000	2099/12/31
TNB	Thép Nhà Bè	Nha Be Steel Jsc	UPC	Basic Materials	2010/04/16	10000000	2010/04/16	19900	2010/04/16	10000000		10000000	2099/12/31
TNC	CTCP Cao su Thống nhất	Thong Nhat Rubber Jsc	HSX	Basic Materials	2007/08/07	19250000	2007/08/22	40000	2007/08/22	19250000		19250000	2099/12/31
TNG	CTCP Đầu tư và Thương mại TNG	Tng Investment And Trading Jsc	HNX	Consumer Goods	2007/11/22	5430000	2007/11/22	67000	2007/11/22	5430000		5430000	2099/12/31
TNM	XNK và XD Công trình	Tranimex Transportation Import - Export & Contruction Jsc	UPC	Industrials	2009/10/27	3800000	2009/10/27	10000	2009/10/27	3800000		3800000	2099/12/31
TNT	CTCP Tài Nguyên	Tai Nguyen Corporation	HSX	Basic Materials	2010/05/14	8500000	2010/05/21	28800	2010/05/21	8500000		8500000	2099/12/31
TNY	Công ty Cổ phần Đầu tư Xây dựng Thanh niên	Youth Investment Construction Corporation	UPC	Industrials	2011/06/15	1800000	2011/06/15	0	2011/06/15	1800000		1800000	2099/12/31
TPC	CTCP Nhựa Tân Đại Hưng	Tan Dai Hung Plastic Jsc	HSX	Basic Materials	2007/11/20	10400000	2007/11/28	69000	2007/11/28	10400000		10400000	2099/12/31
TPH	Cty CP In Sách giáo Khoa tại Tp.Hà Nội	Hanoi Textbooks Printing Jsc	HNX	Consumer Services	2006/12/15	1200000	2006/12/15	30700	2006/12/15	1200000		1200000	2099/12/31
TPP	CTCP Nhựa Tân Phú	Tan Phu Plastic Jsc	HNX	Basic Materials	2008/07/21	2000000	2008/09/26	20000	2008/09/26	2000000		2000000	2099/12/31
TRA	CTCP TRAPHACO	Traphaco Jsc	HSX	Health Care	2008/11/12	8000000	2008/11/26	63500	2008/11/26	8000000		8000000	2099/12/31
TRC	CTCP Cao su Tây Ninh	Tay Ninh Rubber Jsc	HSX	Basic Materials	2007/07/17	30000000	2007/07/24	145000	2007/07/24	30000000		30000000	2099/12/31
TRI	CTCP Nước giải khát Sài Gòn	Sai Gon Beverages Jsc	HSX	Consumer Goods	2001/11/26	3790300	2001/12/28	29000	2002/08/08	0		3790300	2099/12/31
TS4	CTCP Thủy sản số 4	Seafood Jsc No4	HSX	Consumer Goods	2002/07/01	1500000	2002/08/08	22000	2003/02/12	0		1500000	2099/12/31
TSB	CTCP Ắc quy Tia Sáng	Tia Sang Battery  Jsc	HNX	Industrials	2011/01/19	3372740	2011/01/19	29500	2011/01/19	3372740		3372740	2099/12/31
TSC	CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ	Techno - Agricultural Supplying Jsc	HSX	Basic Materials	2007/09/24	8312915	2007/10/04	48000	2007/10/04	8312915		8312915	2099/12/31
TSM	CTCP Xi măng Tiên Sơn Hà Tây	Tien Son Cement Jsc	HNX	Industrials	2010/07/02	2936140	2010/07/02	26000	2010/07/02	2936140		2936140	2099/12/31
TST	CTCP Dịch vụ Kỹ thuật Viễn thông	Telecommunication Technical Service Jsc	HNX	Technology	2007/12/13	4800000	2007/12/13	69000	2007/12/13	4800000		4800000	2099/12/31
TTC	CTCP Gạch men Thanh Thanh	Thanh Thanh Jsc	HNX	Industrials	2006/07/18	4000000	2010/01/07	10200	2006/08/08	4000000		4000000	2099/12/31
TTC	CTCP Gạch men Thanh Thanh	Thanh Thanh Jsc	HSX	Industrials		3992000	2006/08/08	19000				3992000	2009/12/28
TTF	CTCP Tập Đoàn Kỹ nghệ Gỗ Trường Thành	Truong Thanh Furniture Corporation	HSX	Basic Materials	2008/02/01	15000000	2008/02/18	70000	2008/02/18	15000000		15000000	2099/12/31
TTG	May Thanh Trì	Thanh Tri Garment Jsc	UPC	Consumer Goods	2010/02/02	2000000	2010/02/02	0	2010/02/02	2000000		2000000	2099/12/31
TTP	CTCP Bao bì Nhựa Tân Tiến	Tan Tien Plastic Packaging Jsc	HSX	Industrials	2006/11/09	10655000	2006/12/05	81000	2006/12/05	10655000		10655000	2099/12/31
TTR	Tracotour	Tourism Trade & Investment Jsc	UPC	Consumer Services	2009/12/04	1993393	2009/12/04	10800	2009/12/04	1993393		1993393	2099/12/31
TTZ	CTCP Đầu tư Xây dưng và Công nghệ Tiến Trung	Tien Trung Joint Stock Company	HNX	Industrials	2013/01/29	3500000	2013/01/29	10000				3500000	2099/12/31
TV1	CTCP Tư vấn Xây dựng Điện 1	Power Engineering Consulting Jsc 1 	HSX	Industrials	2010/09/14	10000000	2010/09/23	20500	2010/09/23	10000000		10000000	2099/12/31
TV2	CTCP Tư vấn Xây dựng Điện 2	Power Engineering Consulting Jsc No.2	HNX	Industrials	2009/10/13	4439000	2009/10/13	33000	2009/10/13	4439000		4439000	2099/12/31
TV3	CTCP Tư vấn Xây dựng Điện 3	Power Engineering Consulting Jsc	HNX	Industrials	2009/12/01	2940000	2009/12/01	23000	2009/12/01	2940000		2940000	2099/12/31
TV4	CTCP Tư vấn Xây dựng Điện 4	Power Engineering Consulting Jsc No.4	HNX	Industrials	2008/07/22	2750000	2008/07/22	14000	2008/07/22	2750000		2750000	2099/12/31
TVD	CTCP Than Vàng Danh - TKV	Vinacomin - Vangdanh Coal Jsc	HNX	Basic Materials	2011/01/11	15280790	2011/01/11	19400	2011/01/11	15280790		15280790	2099/12/31
TVG	XD Giao thông Vận tải	Transport Investment & Construction Consultant Jsc	UPC	Industrials	2010/01/25	1720000	2010/01/25	0	2010/01/25	1720000		1720000	2099/12/31
TVM	Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp-Vinacomin	Consultant JSC Mining and Industrial Investment-Vinacomin	UPC	Industrials									
TXM	Cty CP Thạch cao Xi Măng	Gypsum And Cement Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11	17900	2006/12/11	3500000		3500000	2099/12/31
TYA	CTCP Dây và Cáp điện Taya Việt Nam	Taya (Vietnam) Electric Wire And Cable Jsc	HSX	Industrials	2005/12/02	3653480	2006/02/15	34000	2006/02/15	3653480		3653480	2099/12/31
UDC	CTCP Xây dựng và Phát triển Đô thị Tỉnh Bà Rịa - Vũng Tàu	Urban Development And Construction Corporation	HSX	Industrials	2010/06/28	35000000	2010/07/05	24000	2010/07/05	35000000		35000000	2099/12/31
UDJ	Phát triển đô thị Becamex	Becamex Urban Development Jsc	UPC	Industrials	2009/12/22	16500000	2009/12/22	0	2009/12/22	16500000		16500000	2099/12/31
UIC	CTCP Đầu tư Phát triển Nhà và Đô thị Idico	Idico Urban And House Development Jsc	HSX	Industrials	2007/10/31	8000000	2007/11/12	80000	2007/11/12	8000000		8000000	2099/12/31
UNI	CTCP Viễn Liên	Vien Lien Jsc	HNX	Technology	2006/07/03	1000000	2009/06/08	16700	2006/07/03	1000000		1000000	2099/12/31
UNI	CTCP Viễn Liên	Vien Lien Jsc	HSX	Technology		1000000	2006/07/03	28200				1000000	2009/05/29
V11	CTCP Xây dựng số 11	Construction Jsc No 11	HNX	Financials	2008/12/01	5000000	2008/12/15	12200	2008/12/15	5000000		5000000	2099/12/31
V12	CTCP Xây dựng số 12	Construction Jsc No 12	HNX	Industrials	2010/01/05	3000000	2010/01/05	37000	2010/01/05	3000000		3000000	2099/12/31
V15	CTCP Xây dựng số 15	Vinaconex 15 Jsc	HNX	Industrials	2009/12/17	6000000	2009/12/17	16000	2009/12/17	6000000		6000000	2099/12/31
V21	CTCP Vinaconex 21	Vietnam Construction Jsc No.21	HNX	Industrials	2010/04/21	1700000	2010/04/21	60000	2010/04/21	1700000		1700000	2099/12/31
VAT	CTCP Viễn thông Vạn Xuân	Van Xuan Telecom Jsc	HNX	Technology	2010/12/15	1200000	2010/12/15	16500	2010/12/15	1200000		1200000	2099/12/31
VBC	CTCP Nhựa - Bao bì Vinh	Vinh Plastic And Bags Jsc	HNX	Industrials	2010/03/17	1898364	2010/03/17	40000	2010/03/17	1898364		1898364	2099/12/31
VBH	Cty CP Điện tử Bình Hoà	Viettronics Binh Hoa Jsc	HNX	Industrials	2006/12/29	2900000	2006/12/29	30000	2006/12/29	2900000		2900000	2099/12/31
VC1	CTCP Xây dựng số 1	Construction Jsc No 1	HNX	Industrials	2009/05/14	3500000	2009/05/14	27000	2009/05/14	3500000		3500000	2099/12/31
VC2	Cty CP Xây dựng số 2	Vietnam Construction Jsc No2	HNX	Industrials	2006/12/11	2000000	2006/12/11	38300	2006/12/11	2000000		2000000	2099/12/31
VC3	CTCP Xây dựng số 3	Construction Jsc No3	HNX	Financials	2007/12/13	8000000	2007/12/13	116000	2007/12/13	8000000		8000000	2099/12/31
VC5	CTCP Xây dựng số 5	Construction Jsc No.5	HNX	Industrials	2008/01/16	5000000	2008/01/16	57000	2008/01/16	5000000		5000000	2099/12/31
VC6	CTCP Vinaconex 6	Vinaconex 6 Jsc	HNX	Industrials	2008/01/28	4000000	2008/01/28	44800	2008/01/28	4000000		4000000	2099/12/31
VC7	CTCP Xây dựng Số 7	No7 Vietnam Construction Jsc	HNX	Industrials	2007/12/28	5000000	2007/12/28	55000	2007/12/28	5000000		5000000	2099/12/31
VC9	CTCP Xây dựng số 9	Construction Jsc No.9	HNX	Industrials	2009/11/05	8000000	2009/11/05	50200	2009/11/05	8000000		8000000	2099/12/31
VCA	CTCP Thép Biên Hòa	Bien Hoa Steel Jsc	UPC	Basic Materials	2011/02/21	15187322	2011/02/21	0	2011/02/21	15187322		15187322	2099/12/31
VCB	Ngân hàng TMCP Ngoại Thương Việt Nam	Jsc mmercial Bank For Foreign Trade Of Viet Nam	HSX	Banks	2009/06/12	112285426	2009/06/30	60000	2009/06/30	112285426		112285426	2099/12/31
VCC	CTCP Vinaconex 25	Vinaconex 25 Jsc	HNX	Industrials	2009/02/05	4000000	2009/02/05	10000	2009/02/05	4000000		4000000	2099/12/31
VCF	CTCP VINACAFÉ Biên Hòa	Vinacafe Bienhoa Jsc	HSX	Consumer Goods	2011/01/21	26579135	2011/01/28	53500	2011/01/28	26579135		26579135	2099/12/31
VCG	Tổng CTCP Xuất nhập Khẩu và Xây dựng Việt Nam	Vietnam Construction And Import-Export JCC	HNX	Industrials	2008/09/05	149985150	2008/09/05	39600	2008/09/05	149985150		149985150	2099/12/31
VCH	CTCP Đầu tư xây dựng và Phát triển Hạ tầng Vinaconex	Vinaconex Infrastructure Development And Construction Investment Jsc	HNX	Industrials	2010/07/21	3970000	2010/07/21	29400	2010/07/21	3970000		3970000	2013/05/21
VCM	CTCP Nhân lực và Thương mại Vinaconex	Vinaconex Trading And Manpower Joint	HNX	Industrials	2010/05/11	3000000	2010/05/11	56100	2010/05/11	3000000		3000000	2099/12/31
VCR	CTCP Đầu tư và Phát triển Du lịch Vinaconex	Vinaconex Investment And Tourism Development Jsc	HNX	Financials	2010/05/10	30000000	2010/05/10	38000	2010/05/10	30000000		30000000	2099/12/31
VCS	CTCP Đá ốp Lát cao Cấp Vinaconex	Vinaconex Advanced Compound Stone Jsc 	HNX	Industrials	2007/12/17	10000000	2007/12/17	84500	2007/12/17	10000000		10000000	2099/12/31
VCT	Tư vấn XD Vinaconex	Vinaconex’S Construction Consultant Jsc	UPC	Industrials	2010/07/15	1100000	2010/07/15	40000	2010/07/15	1100000		1100000	2099/12/31
VCV	CTCP Vận tải Vinaconex	Vinaconex Transportation Jsc	HNX	Industrials	2010/08/05	11007183	2010/08/05	15800	2010/08/05	11007183		11007183	2099/12/31
VDL	CTCP Thực phẩm Lâm Đồng	Lamdong Foodstuffs Jsc	HNX	Consumer Goods	2007/11/27	1200000	2007/11/27	86000	2007/11/27	1200000		1200000	2099/12/31
VDN	Vinatex Đà Nẵng	Vinatex Da Nang Jsc	UPC	Consumer Goods	2010/07/15	2000000	2010/07/15	13500	2010/07/15	2000000		2000000	2099/12/31
VDS	CTCP Chứng khoán Rồng Việt	Viet Dragon Securities Corporation	HNX	Financials	2010/05/25	33000000	2010/05/25	19600	2009/06/24	33000000		33000000	2099/12/31
VDS	CTCP Chứng khoán Rồng Việt	Viet Dragon Securities Corporation	UPC	Financials		33000000	2009/06/24	19500				33000000	2010/05/14
VDT	Thép Bình Tây	Binh Tay Steel Wire Netting Jsc	UPC	Basic Materials	2011/03/01	1965440	2011/03/01	12000	2011/03/01	1965440		1965440	2099/12/31
VE1	CTCP Xây dựng Điện Vneco 1	Vneco 1 Electricity Construction Jsc	HNX	Industrials	2008/09/04	3000000	2008/09/04	19000	2008/09/04	3000000		3000000	2099/12/31
VE2	CTCP Xây dựng Điện Vneco2	Vietnam Electricity Construction 2 Jsc	HNX	Industrials	2010/07/26	1861141	2010/07/26	54000	2010/07/26	1861141		1861141	2099/12/31
VE3	Cổ phiếu CTCP Xây dựng điện VNECO 3	Vneco 3 Electricity Construction Jsc	HNX	Industrials	2010/06/30	1319710	2010/06/30	32000	2010/06/30	1319710		1319710	2099/12/31
VE4	CTCP Xây dựng Điện Vneco 4	VNECO4 Electricity Construction Joint Stock Company	HNX	Industrials	2012/10/16	1028000	2012/10/16	12000	2012/10/16	1028000		1028000	2099/12/31
VE8	CTCP Xây dựng Điện VNECO 8	Vneco 8 Electricity Construction JSC	HNX	Industrials	2012/07/24	1800000	2012/08/27	0	2012/08/27	1800000		1800000	2099/12/31
VE9	CTCP Đầu tư và xây dựng VNECO 9	Vneco 9 Electricity Construction Jsc	HNX	Industrials	2008/01/23	3100000	2008/01/23	31000	2008/01/23	3100000		3100000	2099/12/31
VES	CTCP Đầu tư và Xây dựng Điện MêCa VNECO	Meca Vneco Investment And Electricity Construction Jsc	HSX	Industrials	2010/04/02	9007500	2010/04/14	16900	2010/04/14	9007500		9007500	2013/05/03
VFC	CTCP Vinafco	Vinafco JCC 	HSX	Industrials	2006/06/26	5575627	2006/07/24	30000	2006/07/24	5575627		5575627	2013/01/30
VFC	CTCP Vinafco	Vinafco JCC 	UPC	Industrials	2013/07/01	34000000	2013/07/01	5900	2006/07/24	5575627	5575627	2013/01/30	2099/12/31
VFG	CTCP Khử trùng Việt Nam	Viet Nam Fumigation Jsc	HSX	Basic Materials	2009/12/11	8133855	2009/12/17	68000	2009/12/17	8133855		8133855	2099/12/31
VFR	CTCP Vận tải Thuê tàu	Transport And Chartering Corporation	HNX	Industrials	2006/12/28	15000000	2006/12/28	36100	2006/12/28	15000000		15000000	2099/12/31
VGP	CTCP Cảng rau Quả	The Vegetexco Port Jsc	HNX	Industrials	2006/11/29	3885020	2009/06/12	25600	2006/12/21	3885020		3885020	2099/12/31
VGP	CTCP Cảng rau Quả	The Vegetexco Port Jsc	HSX	Industrials		3885020	2006/12/21	58000				3885020	2009/05/30
VGS	CTCP Ống thép Việt Đức VG PIPE	Vietnam Germany Steel Pipe Jsc	HNX	Basic Materials	2008/12/04	7000000	2008/12/04	17700	2008/12/04	7000000		7000000	2099/12/31
VHC	CTCP Vĩnh Hoàn	Vinh Hoan Corporation	HSX	Consumer Goods	2007/12/07	30000000	2007/12/24	62000	2007/12/24	30000000		30000000	2099/12/31
VHF	Chế biến lương thực Vĩnh Hà	Vinh Ha Food Processing & Construction Jsc	UPC	Consumer Goods	2010/05/07	4300000	2010/05/07	0	2010/05/07	4300000		4300000	2099/12/31
VHG	CTCP Đầu tư và Sản xuất Việt Hàn	Viet - Han Corporation	HSX	Industrials	2008/01/09	25000000	2008/01/28	96000	2008/01/28	25000000		25000000	2099/12/31
VHH	CTCP Đầu tư Xây dựng Viwaseen – Huế	Viwaseen - Hue Investment And Construction Jsc	HNX	Industrials	2010/07/28	6000000	2010/07/28	21300	2010/07/28	6000000		6000000	2099/12/31
