CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE
DAG	CTCP Tập Đoàn Nhựa Đông Á	Dong A Plastic Group Joint – Stock Company	HSX	Basic Materials	2010/03/01	10000000	2010/04/08	21600	2010/04/08	10000000		10000000	2099/12/31
DAP	Bao bì Đông Á	Dong A Jsc	UPC	Industrials	2010/05/04	1200000	2010/05/04		2010/05/04	1200000		1200000	2099/12/31
DBC	CTCP Tập đoàn Dabaco Việt Nam	Dabaco Vietnam Corporation	HNX	Consumer Goods	2008/03/18	7000000	2008/03/18	26100	2008/03/18	7000000		7000000	2099/12/31
DBF	Lương thực Đông Bắc	North East Food Jsc	UPC	Consumer Goods	2010/06/21	3679200	2010/06/21	28000	2010/06/21	3679200		3679200	2099/12/31
DBM	Công ty Cổ phần Dược - Vật tư Y tế Đăk Lăk	Dak Lak Pharmaceutical & Midecal Equipment Jsc	UPC	Health Care	2009/12/17	1294392	2009/12/17	33000	2009/12/17	1294392		1294392	2099/12/31
DBT	CTCP Dược phẩm Bến Tre	Ben Tre Pharmaceutical Jsc	HNX	Health Care	2009/10/30	3000000	2009/10/30	42000	2009/10/30	3000000		3000000	2099/12/31
DC2	CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2	Development Investment Construction Number 2 Jsc	HNX	Industrials	2010/07/02	1100000	2010/07/02	45000	2010/07/02	1100000		1100000	2099/12/31
DC4	CTCP DIC số 4	Dic No.4 Jsc	HNX	Industrials	2008/11/03	2000000	2008/11/03	17400	2008/11/03	2000000		2000000	2099/12/31
DCC	CTCP Xây dựng Công nghiệp DESCON	Industry Construction Corporation	HSX	Industrials	2007/11/27	10300000	2007/12/12	69000	2007/12/12	10300000		10300000	2011/12/15
DCL	CTCP Dược phẩm Cửu Long	Cuu Long Pharmaceutical JCC	HSX	Health Care	2008/09/03	8100000	2008/09/17	62000	2008/09/17	8100000		8100000	2099/12/31
DCS	CTCP Tập đoàn Đại Châu	Dai Chau Jsc	HNX	Consumer Goods	2007/12/17	2000000	2007/12/17	40000	2007/12/17	2000000		2000000	2099/12/31
DCT	CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai	Dong Nai Roofsheet And Construction Material Jsc	HSX	Industrials	2006/09/21	12097346	2006/10/10	32000	2006/10/10	12097346		12097346	2099/12/31
DDM	CTCP Hàng hải Đông Đô	Dong Do Marine Jsc	HSX	Industrials	2008/07/08	8920000	2008/07/22	16800	2008/07/22	8920000		8920000	2013/04/10
DDN	Dược - TB Y tế Đà Nẵng	Danang Pharmaceutical Medical Equipment Jsc	UPC	Health Care	2009/06/24	2800000	2009/06/24	37000	2009/06/24	2800000		2800000	2099/12/31
DGT	Công trình GT Đồng Nai	Dong Nai Transportation Works Shareholding Company	UPC	Industrials	2010/03/09	2481000	2010/03/09		2010/03/09	2481000		2481000	2099/12/31
DHA	CTCP Hóa An	Hoa An Jsc	HSX	Industrials	2004/04/12	3849962	2004/04/14	38500	2004/04/14	3849962		3849962	2099/12/31
DHC	CTCP Đông hải Bến Tre	Dong Hai Jsc Of Bentre	HSX	Basic Materials	2009/06/18	8000000	2009/07/23	17400	2009/07/23	8000000		8000000	2099/12/31
DHG	CTCP Dược Hậu Giang	Hau Giang Pharmaceutical Jsc	HSX	Health Care	2006/12/01	8000000	2006/12/21	320000	2006/12/21	8000000		8000000	2099/12/31
DHI	CTCP In Diên Hồng	Dien Hong Printing Jsc	HNX	Consumer Services	2006/12/04	1000000	2006/12/04	19600	2006/12/04	1000000		1000000	2013/10/24
DHL	CTCP Cơ khí Vận tải Thương mại Đại Hưng	Dai Hung Mechanic Transport Trading Jsc	HNX	Industrials	2012/05/30	5500000	2012/06/06	10400	2012/06/06	5500000		5500000	2013/09/26
DHM	CTCP Thương Mại và Khai thác Khoáng sản Dương Hiếu	Duong Hieu Trading and Mining Jsc	HSX	Basic Materials	2012/07/11	16000000	2012/07/24	20000	2012/07/24	16000000		16000000	2099/12/31
DHP	Công ty Cổ phần Điện Cơ Hải Phòng	Hai Phong Electric Corporation	HNX	Industrials	2013/03/21	9492200	2013/03/21	12000					2099/12/31
DHT	CTCP Dược phẩm Hà Tây	Ha Tay Pharmaceutical Jsc	HNX	Health Care	2008/12/03	4122602	2008/12/03	25000	2008/12/03	4122602		4122602	2099/12/31
DIC	CTCP Đầu tư và Thương mại DIC	Dic Investment And Trading Jsc	HSX	Industrials	2006/11/22	3200000	2006/12/28	38000	2006/12/28	3200000		3200000	2099/12/31
DID	CTCP Dic Đồng Tiến	Dic- Dong Tien Jsc	HNX	Industrials	2009/12/10	2434200	2009/12/10	22000	2009/12/10	2434200		2434200	2099/12/31
DIG	Tổng CTCP Đầu tư Phát triển Xây dựng	Development Investment Construction JCC	HSX	Financials	2009/08/12	60000000	2009/08/19	66000	2009/08/19	60000000		60000000	2099/12/31
DIH	CTCP Đầu tư Phát triển Xây dựng - Hội An	Development Investment Construction Hoi An Jsc	HNX	Industrials	2011/02/22	2984942	2011/04/27	17000	2011/04/27	2984942		2984942	2099/12/31
DL1	CTCP Đầu tư phát triển dịch vụ công trình công cộng Đức Long Gia Lai	Duc Long Gia Lai Investment And Development Of Public Project Service Jsc	HNX	Industrials	2010/03/10	1500000	2010/03/10	25200	2010/03/10	1500000		1500000	2099/12/31
DLC	CTCP Du Lịch Cần Thơ	Can Tho Tourist Jsc	UPC	Consumer Services	2011/05/11	4780080	2011/05/11	19000	2011/05/11	4780080		4780080	2099/12/31
DLD	Công ty Cổ phần Du lịch Đắc Lắk	Dak Lak Tourist Jsc	UPC	Consumer Services	2011/04/08	9307415	2011/04/08		2011/04/08	9307415		9307415	2099/12/31
DLG	CTCP tập đoàn Đức Long Gia Lai	Duc Long Gia Lai Group Jsc	HSX	Basic Materials	2010/06/14	29100000	2010/06/22	30000	2010/06/22	29100000		29100000	2099/12/31
DLR	CTCP Địa ốc Đà Lạt	Dalat Real Estate Jsc	HNX	Financials	2010/05/20	4500000	2010/05/20	32300	2010/05/20	4500000		4500000	2099/12/31
DLV	Du lịch Việt Nam Vitours	Viet Namtourism - Vitours Jsc	UPC	Consumer Services	2010/11/02	2910000	2010/02/11		2010/11/02	2910000		2910000	2099/12/31
DMC	CTCP Xuất nhập khẩu y tế DOMESCO	Domesco Medical Import Export JCC	HSX	Health Care	2006/04/12	10700000	2006/12/25	130000	2006/12/25	10700000		10700000	2099/12/31
DNC	CTCP Điện nước lắp máy Hải Phòng	Haiphong Electricity Water Machine Assembly Jsc	HNX	Utilities	2009/12/23	1605095	2009/12/23	19800	2009/12/23	1605095		1605095	2099/12/31
DNF	Lương thực Đà Nẵng	Da Nang Food Jsc	UPC	Consumer Goods	2010/09/06	5000000	2010/09/06		2010/09/06	5000000		5000000	2099/12/31
DNL	Công ty cổ phần Logistic Cảng Đà Nẵng	Dang Nang Logistics Jsc	UPC	Industrials	2011/08/18	3000000	2011/08/18		2011/08/18	3000000		3000000	2099/12/31
DNM	Tổng CTCP Y tế DANAMECO	Danameco Medical JCC	HNX	Health Care	2011/02/16	2411510	2011/02/16	26000	2011/02/16	2411510		2411510	2099/12/31
DNP	CTCP Nhựa Đồng Nai	Dongnai Plastic Construction Jsc	HNX	Industrials	2006/12/20	2000000	2006/12/20	18600	2006/12/20	2000000		2000000	2099/12/31
DNS	Thép Đà Nẵng	Da Nang Steel Jsc	UPC	Basic Materials	2010/04/05	5953747	2010/04/05	16400	2010/04/05	5953747		5953747	2099/12/31
DNT	Du lịch Đồng Nai	Dong Nai Tourist Jsc	UPC	Consumer Services	2009/08/14	5032700	2009/08/14	13000	2009/08/14	5032700		5032700	2099/12/31
DNY	CTCP Thép DANA - Ý	Dana-Y Steel Jsc	HNX	Basic Materials	2010/05/11	15000000	2010/05/11	55000	2010/05/11	15000000		15000000	2099/12/31
DPC	CTCP Nhựa Đà Nẵng	Da Nang Plastic Jsc	HNX	Industrials	2001/11/23	1587280	2001/11/28	17600	2001/11/28	1587280		1587280	2099/12/31
DPM	Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP	PetroVietnam Fertilizer and Chemicals Corp	HSX	Basic Materials	2007/10/29	380000000	2007/11/05	95000	2007/11/05	380000000		380000000	2099/12/31
DPP	Dược Đồng Nai	Dong Nai Pharmaceutical Jsc	UPC	Health Care	2010/05/19	1985447	2010/05/19		2010/05/19	1985447		1985447	2099/12/31
DPR	CTCP Cao su Đồng Phú	Dong Phu Rubber Jsc	HSX	Basic Materials	2007/11/22	40000000	2007/11/30	99000	2007/11/30	40000000		40000000	2099/12/31
DQC	CTCP Bóng đèn Điện Quang	Dien Quang Jsc	HSX	Consumer Goods	2008/02/14	15434000	2008/02/21	232000	2008/02/21	15434000		15434000	2099/12/31
DRC	CTCP Cao su Đà Nẵng	Danang Rubber Jsc	HSX	Consumer Goods	2006/11/28	9247500	2006/12/29	95000	2006/12/29	9247500		9247500	2099/12/31
DRH	CTCP Đầu tư Căn Nhà Mơ Ước	Dream House Investment Corporation	HSX	Financials	2010/07/13	14990000	2010/07/26	18700	2010/07/26	14990000		14990000	2099/12/31
DRL	CTCP Thủy Điện - Điện lực 3	Hydro Power Jsc - Power No.3	HSX	Utilities	2012/03/30	9500000	2012/04/11	20000	2012/04/11	9500000		9500000	2099/12/31
DSN	CTCP công viên nước Đầm Sen	Dam Sen Water Park Corporation	HSX	Consumer Services	2010/09/17	8450000	2010/10/26	24000	2010/10/26	8450000		8450000	2099/12/31
DST	CTCP Sách và Thiết bị Giáo dục Nam Định	Nam Dinh Educational Book And Equipment Jsc	HNX	Consumer Services	2007/10/16	1000000	2007/10/16	78000	2007/10/16	1000000		1000000	2099/12/31
DTA	CTCP Đệ Tam	De Tam Jsc	HSX	Financials	2010/06/30	10000000	2010/07/16	32500	2010/07/16	10000000		10000000	2099/12/31
DTC	CTCP Viglacera Đông Triều	Viglacera Dong Trieu Jsc	HNX	Industrials	2006/12/25	500000	2006/12/25	17000	2006/12/25	500000		500000	2013/03/21
DTC	CTCP Viglacera Đông Triều	Viglacera Dong Trieu Jsc	UPC	Industrials	2013/04/10	4000000	2013/04/10	2700					2099/12/31
DTL	CTCP Đại Thiên Lộc	Dai Thien Loc Corporation.	HSX	Basic Materials	2010/05/28	38800000	2010/06/04	31100	2010/06/04	38800000		38800000	2099/12/31
DTT	CTCP Kỹ nghệ Đô Thành	Do Thanh Technology Corporation	HSX	Basic Materials	2006/12/06	2000000	2006/12/22	45000	2006/12/22	2000000		2000000	2099/12/31
DTV	PT điện Nông thôn Trà Vinh	Tra Vinh Rural Electric Development JSC	UPC	Utilities	2010/09/09	5280000	2010/09/09		2010/09/09	5280000		5280000	2099/12/31
DVD	CTCP Dược phẩm Viễn Đông	Vien Dong Pharmaceutical Jsc	HSX	Health Care	2009/12/22	8910000	2009/12/22	74000	2009/12/22	8910000		8910000	2011/09/01
DVH	Chế tạo máy điện VN - Hungari	Vietnam - Hungari Electric Machinery Manufacturing Jsc	UPC	Industrials	2010/11/02	4350000	2010/11/02	20500	2010/11/02	4350000		4350000	2099/12/31
DVP	CTCP Đầu tư và Phát triển Cảng Đình Vũ	Dinh Vu Port Investment & Development Jsc	HSX	Industrials	2009/11/24	20000000	2009/12/01	49200	2009/12/01	20000000		20000000	2099/12/31
DXG	CTCP Dịch vụ và Xây dựng Địa ốc Đất Xanh	Dat Xanh Real Estate Service & Constructions Corporation	HSX	Financials	2009/12/14	8000000	2009/12/22	48000	2009/12/22	8000000		8000000	2099/12/31
DXL	Du lịch & XNK Lạng Sơn	Lang Son Tourism & Import - Export Jsc	UPC	Consumer Services	2010/06/28	2689000	2010/06/28		2010/06/28	2689000		2689000	2099/12/31
DXP	CTCP Cảng Đoạn Xá	Doan Xa Port Jsc	HNX	Industrials	2005/12/26	3500000	2005/12/26	38000	2005/12/26	3500000		3500000	2099/12/31
DXV	CTCP Vicem Vật liệu Xây dựng Đà Nẵng	Da Nang Contruction Building Materials And Cement Jsc	HSX	Industrials	2008/01/24	9900000	2008/02/26	33600	2008/02/26	9900000		9900000	2099/12/31
DZM	CTCP Chế tạo Máy Dzĩ An	Dzi An Manufacturing Public Limited Company	HNX	Industrials	2009/06/11	2500000	2009/06/11	64000	2009/06/11	2500000		2500000	2099/12/31
EBS	CTCP Sách Giáo dục tại Tp.Hà Nội	Educational Book Jsc In Hanoi City	HNX	Consumer Services	2006/12/21	1000000	2006/12/21	72900	2006/12/21	1000000		1000000	2099/12/31
ECI	CTCP Bản đồ và Tranh ảnh Giáo dục	Education Cartography And Illustration Jsc	HNX	Consumer Services	2009/06/16	1860000	2009/06/16	20200	2009/06/16	1860000		1860000	2099/12/31
EFI	CTCP Đầu tư tài chính giáo dục	Education Financial Investment Jsc	HNX	Financials	2009/09/30	3570000	2009/09/30	16200	2009/09/30	3570000		3570000	2099/12/31
EIB	Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam	Vietnam Export Import Commercial Joint Stock Bank	HSX	Banks	2009/10/20	876226900	2009/10/27	29000	2009/10/27	876226900		876226900	2099/12/31
EID	CTCP Đầu tư và Phát triển Giáo dục Hà Nội	Hanoi Education Development And Investment Jsc	HNX	Consumer Services	2009/08/11	8000000	2009/08/11	26300	2009/08/11	8000000		8000000	2099/12/31
ELC	CTCP Đầu tư Phát triển Công nghệ Điện tử - Viễn thông	Electronics Communications Technology Investment Development Corporation	HSX	Technology	2010/10/05	22125000	2010/10/13	55000	2010/10/13	22125000		22125000	2099/12/31
EMC	CTCP Cơ Điện Thủ Đức	ThuDuc Electro Mechanical Joint Stock Company	HSX	Industrials	2012/08/31	8073000	2012/11/29	9600	2012/11/29	8073000		8073000	2099/12/31
EVE	CTCP Everpia Việt Nam	Everpia Vietnam Jsc	HSX	Consumer Goods	2010/11/30	15327996	2010/12/17	45000	2010/12/17	15327996		15327996	2099/12/31
FBA	CTCP Tập đoàn Quốc tế FBA	Fba International Group Corporation	UPC	Consumer Goods	2011/02/18	3414900	2011/02/18		2011/02/18	3414900		3414900	2099/12/31
FBT	CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre	Bentre Forestry And Aquaproduct Import Export Jsc	HSX	Consumer Goods	2007/12/27	15000000	2008/01/14	42000	2008/01/14	15000000		15000000	2013/06/14
FCM	Công ty Cổ phần Khoáng sản FECON	FECON Mining Joint Stock Company	HSX	Industrials	2013/05/08	26800000	2013/05/15						2099/12/31
FCN	CTCP Kỹ Thuật Nền Móng và Công trình Ngầm Fecon	FECON Foundation Engineering and Underground Construction Jsc	HSX	Industrials	2012/07/18	13805162	2012/07/24	19200	2012/07/24	13805162		13805162	2099/12/31
FDC	CTCP ngoại thương và phát triển đầu tư Thành phố Hồ Chí Minh	Foreign Trade Development And Investment Corporation Of Hochiminh City	HSX	Financials	2009/12/25	14297699	2010/01/18	43100	2010/01/18	14297699		14297699	2099/12/31
FDG	CTCP DOCIMEXCO	Dong Thap Trading Corporation	HSX	Consumer Goods	2011/02/22	13200000	2011/04/20	28000	2011/04/20	13200000		13200000	2099/12/31
FDT	CTCP Fiditourist	Tan Dinh Fiditourist Travel Jsc	HNX	Consumer Services	2011/09/12	3054500	2011/09/12	19500	2011/09/12	3054500		3054500	2099/12/31
FIT	Công ty cổ phần Đầu tư F.I.T	F.I.T Investment Joint Stock Company	HNX	Industrials	2013/07/26	15000000	2013/07/26						2099/12/31
FLC	CTCP Tập đoàn FLC	Flc Group Jsc 	HNX	Financials	2011/10/05	10000000	2011/10/05	16200	2011/10/05	10000000		10000000	2013/07/29
FLC	CTCP Tập Đoàn FLC	Flc Group Jsc 	HSX	Financials	2013/07/29	77180000	2013/08/06	5700					2099/12/31
FMC	CTCP Thực phẩm Sao Ta	Sao Ta Foods Jsc	HSX	Consumer Goods	2006/10/20	6000000	2006/12/07	66000	2006/12/07	6000000		6000000	2099/12/31
FPC	CTCP Full Power	Full Power Jsc	HSX	Industrials	2006/07/06	1914611	2006/07/25	40000	2006/07/25	1914611		1914611	2099/12/31
FPT	CTCP FPT	Fpt Corporation	HSX	Technology	2006/11/21	60810230	2006/12/13	400000	2006/12/13	60810230		60810230	2099/12/31
GAS	Tổng Công ty Khí Việt Nam - CTCP	PetroVietnam Gas JCC	HSX	Utilities	2012/04/27	1895000000	2012/05/21	41000	2012/05/21	1895000000		1895000000	2099/12/31
GBS	CTCP Chứng khoán Golden Bridge Việt Nam	Click&Phone Securities Jsc	HNX	Financials	2010/10/11	13500000	2010/10/11	13100	2010/10/11	13500000		13500000	2013/10/22
GDT	CTCP Chế biến Gỗ Đức Thành	Duc Thanh Wood Processing Jsc	HSX	Consumer Goods	2009/11/03	10372365	2009/11/17	36000	2009/11/17	10372365		10372365	2099/12/31
GDW	Cấp nước Gia Định	Gia Dinh Water Supply Jsc	UPC	Utilities	2010/06/15	9500000	2010/06/15		2010/06/15	9500000		9500000	2099/12/31
GER	Thể thao Ngôi sao Geru	Geru Star Sport Jsc	UPC	Basic Materials	2010/06/01	2200000	2010/06/01	9500	2010/06/01	2200000		2200000	2099/12/31
GFC	CTCP Thủy sản Gentraco	Gentraco Feed Jsc	HNX	Consumer Goods	2011/04/21	8080000	2011/04/21	10500	2011/04/21	8080000		8080000	2013/07/18
GGG	CTCP Ô tô Giải Phóng	Giaiphong Motor Jsc	HNX	Consumer Goods	2009/10/12	6450000	2009/10/12	30000	2009/10/12	6450000		6450000	2099/12/31
GHA	CTCP HAPACO Hải Âu	Hai Au Paper Jsc	HNX	Basic Materials	2005/07/14	1289480	2005/07/14	19000	2005/07/14	1289480		1289480	2011/08/24
GHC	Tập đoàn Quốc tế FBA	Gia Lai Hydropower Jsc	UPC	Utilities	2011/04/26	10000000	2011/04/26		2011/04/26	10000000		10000000	2099/12/31
GIL	CTCP Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh	Binh Thanh Import Export Production And Trade Jsc	HSX	Consumer Goods	2001/12/28	2550000	2002/01/02	38000	2002/01/02	2550000		2550000	2099/12/31
GLT	CTCP Kỹ thuật Điện Toàn Cầu	Global Electrical Technology Corporation	HNX	Consumer Goods	2009/11/26	6375779	2009/11/26	45000	2009/11/26	6375779		6375779	2099/12/31
GMC	CTCP Sản xuất Thương mại May Sài Gòn	Sai Gon Garment Manufacturing Trade Jsc	HSX	Consumer Goods	2006/12/06	2275000	2006/12/22	45000	2006/12/22	2275000		2275000	2099/12/31
GMD	CTCP Đại lý Liên hiệp Vận chuyển	Gemadept Corporation	HSX	Industrials	2002/03/08	17178455	2002/04/22	42500	2002/04/22	17178455		17178455	2099/12/31
GMX	CTCP Gạch Ngói Gốm Xây Dựng Mỹ Xuân	My Xuan Brick Tile Pottery And Construction Jsc	HNX	Industrials	2011/09/15	5320694	2011/09/15	15000	2011/09/15	5320694		5320694	2099/12/31
GSP	CTCP Vận tải Sản phẩm Khí Quốc tế	International Gas Product Shipping Jsc	HSX	Industrials	2011/12/20	30000000	2012/03/09	13600	2012/03/09	30000000		30000000	2099/12/31
GTA	CTCP Chế biến gỗ Thuận An	Thuan An Wood Processing Jsc	HSX	Basic Materials	2007/07/04	8407750	2007/07/23	66000	2007/07/23	8407750		8407750	2099/12/31
GTH	XD-GT Thừa Thiên Huế	Thua Thien Hue Contruction - Transporation Jsc	UPC	Industrials	2009/10/28	1900000	2009/10/28	16000	2009/10/28	1900000		1900000	2099/12/31
GTT	CTCP Thuận Thảo	Thuan Thao Corporation	HSX	Consumer Services	2010/06/24	29002000	2010/06/30	16000	2010/06/30	29002000		29002000	2099/12/31
H11	Thủy điện Gia Lai	Hud101 Construction Jsc	UPC	Industrials	2011/04/28	1060000	2011/04/28		2011/04/28	1060000		1060000	2099/12/31
HAD	CTCP Bia Hà Nội - Hải Dương	Hanoi – Hai Duong Beer Jsc	HNX	Consumer Goods	2009/10/27	4000000	2009/10/27	53800	2009/10/27	4000000		4000000	2099/12/31
HAG	CTCP Hoàng Anh Gia Lai	Hagl Jsc	HSX	Financials	2008/12/15	179814501	2008/12/22	48000	2008/12/22	179814501		179814501	2099/12/31
HAI	CTCP Nông Dược Hai	H.A.I Jsc	HSX	Basic Materials	2006/12/27	11400000	2010/04/20	45000	2006/12/27	11400000		11400000	2099/12/31
HAI	CTCP Nông Dược Hai	H.A.I Jsc	HNX	Basic Materials		11400000	2006/12/27	55000				11400000	2010/04/05
HAP	CTCP Tập đoàn Hapaco	Hapaco Group Jsc	HSX	Basic Materials	2000/08/02	1008000	2000/08/04	16000	2000/08/04	1008000		1008000	2099/12/31
HAR	 CTCP Đầu tư Thương Mại Bất động sản An Dương Thảo Điền	An Duong Thao Dien Real estate Trading Investment Joint Stock Company	HSX	Financials	2013/01/10	35000000	2013/01/17	#N/A				35000000	2099/12/31
HAS	CTCP HACISCO.	Ha Noi P&T Construction & Installation Jsc	HSX	Industrials	2002/12/18	1200000	2002/12/19	21500	2002/12/19	1200000		1200000	2099/12/31
HAT	CTCP Thương mại Bia Hà Nội	Hanoi Beer Trading Jsc	HNX	Consumer Goods	2010/10/29	3123000	2010/10/29	28000	2010/10/29	3123000		3123000	2099/12/31
HAX	CTCP Dịch vụ Ô tô Hàng Xanh	Hang Xanh Motors Service Jsc	HSX	Consumer Goods	2006/12/13	1625730	2006/12/26	35000	2006/12/26	1625730		1625730	2099/12/31
HBB	Ngân hàng TMCP Nhà Hà Nội	Hanoi Building Commercial Joint Stock Bank	HNX	Banks	2010/11/23	300000000	2010/11/23	9700	2010/11/23	300000000		300000000	2099/12/31
HBC	CTCP Xây dựng và Kinh doanh Địa ốc Hòa Bình	Hoa Binh Construction & Real Estate Corporation	HSX	Industrials	2006/11/22	5639990	2006/12/27	103000	2006/12/27	5639990		5639990	2099/12/31
HBD	CTCP Bao bì PP Bình Dương	Binh Duong Pp Pack Making Jsc	HNX	Industrials	2006/12/29	1535000	2009/06/15	13900	2006/12/29	1535000		1535000	2013/06/27
HBD	CTCP Bao bì PP Bình Dương	Binh Duong Pp Pack Making Jsc	HSX	Industrials		1535000	2006/12/29	30000				1535000	2009/06/03
HBD	CTCP Bao bì PP Bình Dương	Binh Duong Pp Pack Making Jsc	UPC	Industrials	2013/09/16	1535000	2013/09/16			1535000		1535000	2099/12/31
HBE	CTCP Sách - Thiết bị Trường học Hà Tĩnh	Ha Tinh Book And Educational Equipment Jsc	HNX	Consumer Services	2008/02/22	1000000	2008/02/22	38000	2008/02/22	1000000		1000000	2099/12/31
HBS	CTCP Chứng khoán Hòa Bình	Hoa Binh Securities Jsc	HNX	Financials	2010/07/16	30000000	2010/07/16	19700	2010/07/16	30000000		30000000	2099/12/31
HCC	CTCP Bê tông Hoà Cầm - Intimex	Hoa Cam Concrete Jsc	HNX	Industrials	2007/12/24	1622802	2007/12/24	59000	2007/12/24	1622802		1622802	2099/12/31
HCI	Đầu tư - XD Hà Nội	Ha Noi Construction Investment Jsc	UPC	Industrials	2010/09/17	4360000	2010/09/17		2010/09/17	4360000		4360000	2099/12/31
